t_s,shoulder_ref_deg,shoulder_act_deg,shoulder_err_deg,elbow_ref_deg,elbow_act_deg,elbow_err_deg,tau_shoulder_Nm,tau_elbow_Nm,lift_N,drag_N,alpha_humerus_deg,alpha_radius_deg,P_shoulder_W,P_elbow_W,P_total_W
4.933333,-55.7359,-61.9611,6.2253,-29.9551,-34.1248,4.1696,0.230465,0.010029,-1.338603,0.502794,-90.0000,-61.3994,8.521677,-0.248813,8.272865
4.937500,-53.0330,-59.9692,6.9362,-27.5000,-33.4409,5.9409,0.224220,0.009207,-2.304950,0.538726,-90.0000,-75.3198,6.967623,0.308061,7.275684
4.941667,-50.1848,-58.1508,7.9660,-24.9695,-29.8846,4.9152,0.217193,0.008360,-2.871331,0.494843,-90.0000,-80.6873,6.461700,0.635033,7.096733
4.945833,-47.1990,-55.2198,8.0208,-22.3705,-27.4164,5.0459,0.211144,0.007490,-6.956263,2.110408,-90.0000,-69.1821,17.008542,-0.284122,16.724421
4.950000,-44.0839,-50.9648,6.8809,-19.7102,-26.6638,6.9535,0.206202,0.006599,-7.658106,1.662295,-90.0000,-76.7702,13.502004,0.285698,13.787702
4.954167,-40.8479,-47.3133,6.4654,-16.9959,-22.0509,5.0550,0.199819,0.005690,-7.041673,1.142935,-90.0000,-81.6987,11.622702,0.560637,12.183340
4.958333,-37.5000,-42.8378,5.3378,-14.2350,-19.3467,5.1117,0.193719,0.004766,-8.687586,2.032950,-90.0000,-75.4080,19.371925,-0.220008,19.151917
4.962500,-34.0493,-38.8063,4.7570,-11.4351,-16.9447,5.5096,0.186412,0.003829,-1.785977,0.248360,-90.0000,-85.6443,5.043606,0.382863,5.426469
4.966667,-30.5052,-36.1056,5.6004,-8.6039,-13.7077,5.1038,0.177186,0.002881,-3.238470,0.541309,-90.0000,-81.3523,11.315324,-0.007381,11.307943
4.970833,-26.8776,-33.1417,6.2641,-5.7491,-10.7679,5.0188,0.167746,0.001925,-1.012213,0.163781,-90.0000,-87.3768,4.126187,0.192486,4.318673
4.975000,-23.1763,-30.0700,6.8937,-2.8785,-8.6276,5.7491,0.157940,0.000964,-3.142341,0.500795,-90.0000,-82.4387,14.623002,-0.068581,14.554422
4.979167,-19.4114,-25.8808,6.4694,0.0000,-7.9824,7.9824,0.148495,-0.000000,-1.506515,0.246901,-90.0000,-87.4158,5.950197,-0.000000,5.950197
4.983333,-15.5934,-23.3296,7.7362,2.8785,-2.0140,4.8925,0.137411,-0.000964,-0.457465,0.223884,-90.0000,-89.3249,6.120014,-0.096375,6.023639
4.987500,-11.7326,-19.2352,7.5026,5.7491,0.0234,5.7257,0.126870,-0.001925,-0.010326,0.179306,-90.0000,-89.9796,12.686958,0.145494,12.832452
4.991667,-7.8396,-14.6496,6.8100,8.6039,0.4952,8.1087,0.115978,-0.002881,-0.115505,0.218803,-90.0000,-89.8288,5.314504,-0.276790,5.037714
4.995833,-3.9252,-11.6745,7.7493,11.4351,6.4635,4.9716,0.103948,-0.003829,-1.890580,0.329441,-90.0000,-87.6707,5.463474,-0.382863,5.080611
5.000000,0.0000,-7.1729,7.1729,14.2350,8.5499,5.6852,0.091979,-0.004766,-3.707760,0.583860,-90.0000,-82.6481,9.197897,0.349185,9.547082
