t_s,P_rigid_W,P_membrane_W,lift_rigid_N,lift_membrane_N,drag_rigid_N,drag_membrane_N,elastic_energy_J,effective_alpha_deg
3.5917,-2.079307,7.610026,-0.046678,-1.164762,0.019566,0.382989,2.36304913,8.4359
3.5958,-5.553558,5.836800,-0.625430,-2.931965,0.276809,0.779542,2.35689391,11.5293
3.6000,-7.022569,0.410282,-2.320814,-5.524125,0.841405,2.081028,2.37709848,32.1416
3.6042,-9.837923,4.015300,-3.081690,-4.577276,1.274150,1.206404,2.36363792,15.7629
3.6083,-5.588112,6.597190,-1.323449,-2.023046,0.479726,0.525588,2.37331920,23.2793
3.6125,-2.609019,-8.247405,-0.253568,0.016172,0.095989,0.003351,2.36047701,49.1873
3.6167,1.351014,-5.144579,0.000416,0.392814,0.000162,0.105988,2.37540378,36.3894
3.6208,5.344067,11.431617,0.337245,0.259289,0.147762,0.046662,2.36084249,50.5897
3.6250,-1.905431,10.478348,0.185716,-0.074581,0.077663,0.027386,2.37261118,33.4375
3.6292,0.647584,8.888241,-0.111972,-0.753093,0.029862,0.152322,2.37051489,60.8003
3.6333,-4.142049,-5.580237,-0.681904,-0.176782,0.246810,0.043760,2.38073444,33.0207
3.6375,1.115357,-11.009131,0.007660,0.019317,0.003102,0.003247,2.36967129,25.5015
3.6417,-0.690886,-6.560103,0.352583,0.729008,0.073134,0.144200,2.38001732,35.1392
3.6458,1.324009,-7.383678,0.002109,0.652674,0.031688,0.108262,2.36741919,27.0320
3.6500,11.617611,-11.457124,1.942907,0.034702,0.860534,0.009152,2.38027565,16.0038
3.6542,1.867652,-8.732249,0.219325,-0.000060,0.049714,0.000202,2.37063720,20.8589
3.6583,5.104551,9.165120,0.657018,0.576922,0.280007,0.213104,2.38094051,36.9396
3.6625,-1.366667,-7.169886,0.580717,0.322519,0.141470,0.083253,2.36793807,7.7462
3.6667,8.597520,-7.040462,0.635309,0.916787,0.267748,0.151355,2.38390744,12.6024
3.6708,4.742559,-6.556215,1.804028,1.430840,0.511093,0.176941,2.37572837,86.1974
3.6750,2.331083,0.678884,0.730797,3.145024,0.102956,0.791297,2.39954766,27.7686
3.6792,5.701914,-3.895461,3.037018,3.419310,0.723571,0.543239,2.37185269,57.6941
3.6833,10.428921,10.908550,6.058357,0.871091,2.275328,0.163684,2.40246493,34.4819
3.6875,6.144787,-6.911737,5.365390,0.745254,1.147304,0.167225,2.36236343,70.9533
3.6917,0.496911,-8.035916,0.176288,1.194124,0.043138,0.161851,2.40720777,48.8122
3.6958,7.336084,-8.165251,3.233649,1.412989,1.338015,0.140377,2.36716041,82.0756
3.7000,3.491721,-4.845795,3.131341,3.567380,0.670517,0.620958,2.41824591,13.8843
3.7042,3.047815,-6.674394,3.462503,3.782238,0.560639,0.467017,2.36428574,22.8200
3.7083,2.606122,-8.261334,3.102349,3.345212,0.446050,0.312643,2.43022671,10.7181
3.7125,3.145785,-7.773222,4.593065,4.034235,0.763991,0.530335,2.37260335,49.7394
3.7167,2.568700,-10.526924,5.859954,2.245559,0.960507,0.193219,2.42603429,13.0373
3.7208,1.082599,-11.297309,4.586689,0.529883,0.642487,0.049559,2.34918515,30.9392
3.7250,-0.361536,11.768878,4.568841,1.994615,0.648727,0.210910,2.41286107,46.0688
3.7292,-1.156155,11.601740,1.297643,0.177611,0.302884,0.028128,2.35277163,13.0969
3.7333,-3.477127,11.366420,1.607861,0.105650,0.305480,0.034914,2.40451695,66.1974
3.7375,-0.055068,7.821098,0.008336,0.143987,0.029070,0.044812,2.36331087,35.0868
3.7417,-4.092330,7.967737,0.141959,0.212788,0.055627,0.065003,2.40664322,80.5143
3.7458,-3.519329,7.102353,0.000144,0.456714,0.094317,0.091642,2.37830864,73.7840
3.7500,-3.898411,5.856828,0.555356,1.768752,0.158565,0.160549,2.41735729,82.3501
3.7542,-5.113627,1.442740,1.916927,4.348608,0.295071,0.418558,2.40020692,32.1771
3.7583,-7.032447,0.493892,4.385897,4.068704,0.617874,0.446426,2.43431483,60.3759
3.7625,-12.726864,3.113560,7.204123,3.201999,1.647641,0.284203,2.39025239,80.1333
3.7667,-12.103982,0.536132,7.143081,5.410426,1.245453,0.595171,2.44716855,42.0926
3.7708,-13.150029,-2.991194,9.325604,5.205770,1.609872,0.808162,2.40250713,43.5789
3.7750,-15.531110,8.778142,13.717359,0.642330,2.626133,0.054260,2.44849754,36.6651
3.7792,-14.478824,2.485682,13.357017,2.333902,2.676609,0.374419,2.39934684,57.5667
3.7833,-18.233296,-1.662168,12.942473,3.874933,3.893219,0.716310,2.45214775,4.1486
3.7875,-6.922523,1.649938,3.553311,3.339214,0.637976,0.413387,2.41144501,38.8999
3.7917,-12.341181,-0.876124,4.415161,4.828457,1.594781,0.732547,2.47616643,10.5905
3.7958,-0.190837,-7.109391,0.397584,6.672713,0.056513,1.388308,2.43387542,43.1331
3.8000,-13.821794,-0.006323,2.471765,4.532681,1.087504,0.673320,2.49300996,24.4254
3.8042,-13.129392,-5.546902,4.812386,4.373112,1.631198,1.024580,2.42837540,0.4978
3.8083,-13.922216,6.478500,6.875310,1.320029,1.956497,0.143439,2.49007736,66.9993
3.8125,-16.159919,1.419296,9.910754,1.464744,2.775006,0.357758,2.42835097,71.3530
3.8167,-15.333722,5.829542,10.802438,0.923760,2.725470,0.172746,2.48411804,1.4438
3.8208,-18.882494,3.846354,12.607008,1.366565,4.214069,0.262924,2.43510044,74.5507
3.8250,-22.610782,-2.455287,9.310633,2.502456,3.957833,0.624262,2.49763314,0.8642
3.8292,-10.979030,-0.021935,5.716335,3.116184,1.517417,0.576251,2.45866463,65.1108
3.8333,-11.081133,-1.311524,3.557032,3.216133,1.343947,0.701508,2.52695426,74.6208
3.8375,-9.434539,-4.358184,1.169247,1.778612,0.516320,0.479475,2.45609388,6.6089
3.8417,-0.881361,8.069236,0.010287,0.695123,0.009667,0.073500,2.52430844,1.0237
3.8458,-2.972718,2.923150,-0.186557,0.032660,0.082133,0.006147,2.45521831,18.8219
3.8500,9.320111,-9.486626,-0.003952,0.459366,0.003308,0.172175,2.51822231,8.1679
3.8542,-3.620452,-6.941232,-0.196891,-0.042091,0.087148,0.012443,2.46148643,59.9955
3.8583,-4.485727,9.979445,0.297761,0.000000,0.127841,0.000070,2.51265144,21.3768
3.8625,-6.149238,8.237683,1.348071,0.316055,0.399241,0.059831,2.46870838,9.8793
3.8667,-8.817160,1.603185,3.082495,0.841973,0.871377,0.225075,2.51274434,34.6814
3.8708,8.087025,5.443577,0.354855,0.944200,0.144440,0.175430,2.48183030,39.8477
3.8750,6.116771,-11.199655,-1.380702,-0.161051,0.402381,0.020204,2.51588614,48.5289
3.8792,4.454768,-11.439876,-0.264788,-0.070915,0.115293,0.011277,2.47653667,9.0993
3.8833,-1.074744,12.022012,0.000011,0.009017,0.000036,0.001084,2.50753636,62.4159
3.8875,-9.429473,-9.666798,0.029776,-0.000453,0.009508,0.000337,2.48714716,27.7840
3.8917,6.854181,8.240359,0.576856,-0.303859,0.254834,0.077015,2.50499941,70.3737
3.8958,-6.000260,-1.429376,-0.000113,-0.218296,0.001173,0.068062,2.49007759,83.4463
3.9000,-3.244234,10.745399,-0.538122,-0.361263,0.196810,0.048506,2.49363350,81.4384
3.9042,5.089604,-4.386798,-1.323140,-1.759911,0.287848,0.621078,2.49491960,23.6522
3.9083,14.180970,-4.453334,-3.248643,-2.600523,1.368074,0.743370,2.49037244,53.0822
3.9125,9.346375,-4.859915,-3.864246,-2.421393,0.957259,0.665674,2.49098465,8.3123
3.9167,9.077257,-5.211713,-3.491437,-2.253265,0.831833,0.597161,2.48737496,51.6308
3.9208,12.964676,-5.551029,-2.922055,-2.096681,1.185982,0.536686,2.48643384,27.7711
3.9250,-2.343237,-5.865890,-0.612087,-1.951168,0.133190,0.483028,2.48440651,1.0310
3.9292,13.124508,-5.972292,-0.991496,-2.363794,0.437447,0.471891,2.48865012,59.0863
3.9333,6.433051,3.332389,-1.849615,-5.551937,0.464617,1.949194,2.48628775,55.1993
3.9375,6.636324,-8.031070,-2.622934,-1.867211,0.487316,0.238650,2.46907734,73.6046
3.9417,6.921452,-2.494190,-3.034259,-4.660434,0.472700,0.928725,2.48446345,45.4758
3.9458,17.039609,6.416486,-7.135524,-9.111294,2.099387,2.749543,2.48377856,12.3957
3.9500,14.033964,-6.695524,-7.691625,-2.901117,1.619565,0.381306,2.48912412,25.4414
3.9542,7.379722,-1.145542,-3.001329,-5.392548,0.432353,0.946776,2.46033319,43.2266
3.9583,13.142432,2.121976,-5.370184,-7.701564,1.062965,1.393740,2.49871877,69.0980
3.9625,1.270419,-5.112923,-0.195830,-3.237984,0.060824,0.407353,2.45253801,23.2520
3.9667,13.972190,0.326107,-3.053469,-4.862648,0.745673,0.705019,2.50158401,48.4258
3.9708,9.460335,-1.692392,-3.294922,-3.859898,0.548481,0.492392,2.44630969,39.0611
3.9750,7.629043,-2.798725,-2.788953,-2.546355,0.389236,0.338210,2.49936619,32.6044
3.9792,7.058122,-3.010075,-1.672894,-1.424678,0.294424,0.250137,2.44156995,50.2229
3.9833,11.510091,0.162736,-0.895978,-1.678129,0.280067,0.286917,2.49642940,48.7839
3.9875,12.688895,10.446751,-0.064456,-0.009376,0.332573,0.006677,2.43868675,62.5121
3.9917,6.466704,-5.294051,-1.097882,-0.412394,0.318268,0.061088,2.49222518,60.7330
3.9958,10.507775,-8.435321,-3.595261,-0.268404,0.519243,0.084952,2.43663788,46.8170
4.0000,2.415813,-9.830447,-1.273133,-0.824017,0.203936,0.156127,2.48057847,66.4342
4.0042,5.961590,-9.836612,-3.900961,-2.317466,0.639141,0.307656,2.43785783,1.6094
4.0083,2.133698,-7.471484,-2.773334,-7.347831,0.390750,1.121806,2.48615101,9.5732
4.0125,5.626722,-6.775390,-6.460575,-10.935431,1.416357,1.946272,2.43997869,0.5865
4.0167,0.214783,-9.230805,-1.828049,-12.231879,0.253810,1.938263,2.49298523,8.3753
4.0208,0.104103,-10.409164,-4.206076,-16.673683,0.647864,2.785222,2.43978786,5.3631
4.0250,2.024944,-12.229335,-7.563071,-21.900020,2.455010,4.111650,2.52175559,21.3668
4.0292,-0.745109,-11.755518,-5.630477,-11.356406,1.061092,3.313445,2.42042434,56.1732
4.0333,-1.850077,10.599235,-4.585055,-5.729582,0.751881,0.853671,2.48052728,7.2668
4.0375,-2.939001,9.815465,-8.767892,-5.157004,1.794054,0.809139,2.40482022,37.7132
4.0417,-4.265032,8.931235,-12.484275,-9.431877,4.313641,3.438028,2.47035431,1.1925
4.0458,-4.686251,8.571773,-8.870122,-6.183007,1.909096,1.151653,2.41787817,5.2427
4.0500,-4.517949,10.123370,-6.420799,-1.359891,1.692519,0.170419,2.45812296,39.7852
4.0542,-5.163722,6.892965,-5.486231,-6.959389,1.784193,2.359941,2.44232053,43.8008
4.0583,-3.231927,5.539316,-2.132676,-10.147387,0.369930,2.969127,2.47476055,49.6885
4.0625,-6.571545,3.406167,-3.009892,-14.229064,1.310824,4.048054,2.45717164,60.4385
4.0667,-3.893256,3.256413,-2.234029,-13.753617,0.432311,3.731150,2.49270871,44.3470
4.0708,-5.598946,0.247119,-3.956559,-10.862126,1.015339,4.086955,2.44206420,62.1827
4.0750,-10.547922,4.394257,-5.135878,-6.849470,2.201391,2.066133,2.48792121,73.4574
4.0792,-4.535257,4.539951,-2.272963,-3.367208,0.380586,1.272525,2.43511754,56.3043
4.0833,-3.079625,7.974000,-1.030407,-1.365113,0.177530,0.470337,2.47839976,16.6226
4.0875,-10.249741,11.094836,-0.978332,-0.169385,0.396287,0.031954,2.44792174,41.8148
4.0917,-2.745408,-12.315503,-0.690125,0.028788,0.100567,0.003610,2.47794273,46.8424
4.0958,-8.821497,11.194136,-1.770845,-0.160130,0.781577,0.029005,2.47045234,4.4948
4.1000,-3.326634,5.109324,-0.912777,-0.559721,0.165743,0.207751,2.47854782,54.9726
4.1042,-3.700206,3.910544,-0.161432,-3.102537,0.070129,1.137788,2.47637146,5.9227
4.1083,-0.840767,1.973244,0.089557,-6.028622,0.032554,1.940906,2.47368475,16.1356
4.1125,-2.207509,-0.960152,-0.257406,-2.553595,0.079760,1.009510,2.47073583,64.2824
4.1167,-9.056930,-9.414865,-0.499189,0.336997,0.201750,0.043499,2.47468333,9.2268
4.1208,0.090861,-9.609192,-0.567850,0.304460,0.088703,0.035887,2.46714332,47.3732
4.1250,0.777011,11.637830,0.026480,0.213211,0.006623,0.051234,2.47163308,1.1435
4.1292,3.674398,10.674128,0.089705,-0.161518,0.036940,0.049087,2.47248544,65.8085
4.1333,-3.560488,9.078566,0.014394,-0.938503,0.004497,0.186442,2.47499448,17.9440
4.1375,4.622382,-11.643791,-0.352671,-0.123983,0.154101,0.018717,2.47335733,56.1576
4.1417,-5.192329,-12.405280,0.012216,0.084863,0.003998,0.010959,2.47564601,50.3451
4.1458,2.961493,-10.572754,0.600036,0.158172,0.139122,0.013362,2.47568266,28.5021
4.1500,7.032809,-6.161908,2.060085,1.150691,0.733562,0.202144,2.47446693,54.8912
4.1542,8.908230,-3.430357,2.859687,1.712549,1.114767,0.398957,2.48377059,68.6313
4.1583,1.472501,10.919823,0.149651,0.907205,0.032057,0.193378,2.47124334,17.0143
4.1625,7.654302,-4.099030,0.631384,0.094098,0.273337,0.019952,2.47290458,4.0770
4.1667,-3.365127,11.009994,0.699474,0.886241,0.280454,0.193485,2.46603324,28.4772
4.1708,7.006245,-9.498248,0.298569,0.456930,0.120608,0.051536,2.47438010,39.2288
4.1750,5.985987,-3.448942,1.993860,1.495001,0.730321,0.376965,2.47098337,43.8249
4.1792,5.790720,-4.739036,3.362660,2.556734,0.867409,0.471948,2.48608628,32.2777
4.1833,5.725944,-5.320945,4.289907,3.163959,0.846927,0.433931,2.47422099,81.0041
4.1875,7.853785,-3.568033,6.712738,4.592705,1.626433,0.684961,2.47050968,49.9864
4.1917,11.030696,-5.166636,10.962629,3.858041,3.601341,0.507737,2.48772442,82.4966
4.1958,4.308230,-6.324165,4.204209,3.013700,0.687703,0.400031,2.47189870,27.1909
4.2000,-0.108025,-8.978810,0.233162,1.363025,0.032439,0.141825,2.49177220,75.4258
4.2042,5.393419,-9.356015,3.358914,1.296122,1.245124,0.168468,2.46318740,22.6017
4.2083,3.399290,12.180576,4.528933,0.361361,1.113069,0.049195,2.49158360,55.5954
4.2125,2.386734,-9.819639,4.703096,0.783313,0.821125,0.171034,2.47270255,61.0612
4.2167,1.617212,-11.244459,4.021424,1.103639,0.577872,0.135499,2.49653961,50.8413
4.2208,0.868834,-11.764363,2.894055,1.112156,0.406696,0.098626,2.47627722,83.1181
4.2250,-0.072851,-12.412041,3.095287,0.951516,0.441695,0.083564,2.50118781,65.4326
4.2292,-1.757030,11.962657,3.029066,0.591649,0.461292,0.070632,2.47596754,61.5927
4.2333,-1.954234,10.454040,0.691947,0.311441,0.288634,0.071879,2.50098689,53.8361
4.2375,-4.660746,8.172425,0.443244,0.055025,0.283297,0.090713,2.47535797,21.9279
4.2417,-3.164409,7.443356,0.997255,0.620550,0.243180,0.123787,2.49662720,20.0062
4.2458,-6.118627,4.759336,2.530020,2.155410,0.361267,0.193461,2.47971811,17.8924
4.2500,-4.387696,3.746783,2.047465,3.400913,0.294341,0.291528,2.50506991,25.8960
4.2542,-7.448570,2.352605,2.943398,2.324622,0.447157,0.251605,2.47992841,42.9198
4.2583,-1.365359,6.244629,0.218557,1.335432,0.064559,0.115087,2.50770511,37.6129
4.2625,-6.211767,4.279690,2.595007,2.702857,0.467400,0.236855,2.48037942,5.8781
4.2667,-10.145597,-1.400913,5.078685,6.255319,1.137751,0.776176,2.53084349,3.9691
4.2708,-10.286621,-3.046316,6.038218,7.278888,1.126484,0.943960,2.49635932,24.3909
4.2750,-11.926189,1.163030,8.634096,5.093253,1.655292,0.613794,2.55648101,13.6456
4.2792,-17.916746,-0.948969,14.721217,4.758573,3.879801,0.709997,2.48746236,22.5247
4.2833,-19.090806,5.959390,17.355063,1.767423,4.387705,0.202501,2.53495171,19.2686
4.2875,-17.236463,1.188955,16.015330,2.035322,3.828262,0.432211,2.47389681,41.9690
4.2917,-20.052628,-11.562960,16.383736,0.806993,5.082596,0.121602,2.52350045,0.9548
4.2958,-17.138556,2.462880,11.813135,1.103522,3.746105,0.275525,2.48508729,36.8876
4.3000,-14.006140,2.608643,7.964135,1.987414,2.542977,0.362509,2.52939683,17.1029
4.3042,-13.804451,0.979431,4.896300,3.053004,1.902685,0.495461,2.50730679,11.7230
4.3083,-1.969338,-1.613989,0.227267,4.728347,0.047693,0.795907,2.54841213,12.1800
4.3125,-2.639902,-11.070011,0.390776,6.491188,0.089935,1.599803,2.52129470,21.1350
4.3167,-10.528487,-11.481093,0.890503,8.551006,0.392544,1.921710,2.58952526,38.8115
4.3208,-2.168154,-4.771485,0.284917,6.970973,0.043264,1.180581,2.52532282,65.2939
4.3250,-5.566761,1.555638,1.877009,3.002703,0.324795,0.531930,2.56968954,58.1508
4.3292,-19.076911,1.442166,4.327821,1.691758,1.911783,0.406682,2.49427230,57.5577
4.3333,-19.492327,3.481886,8.042679,0.477775,3.218164,0.128825,2.54308557,67.1122
4.3375,-12.833865,12.110346,7.130521,0.052053,1.887257,0.009409,2.50704374,55.4533
4.3417,-12.107424,8.386819,1.911350,0.073050,0.842666,0.019339,2.54059579,59.9836
4.3458,-6.356031,7.812934,0.729967,0.323000,0.307957,0.073310,2.52319549,69.6608
4.3500,-5.103310,5.925440,-0.008823,0.974091,0.002776,0.170331,2.54688978,81.8422
4.3542,3.292403,-4.569856,0.050673,1.389904,0.020288,0.373529,2.54212474,55.9049
4.3583,-7.968598,7.210494,0.003068,0.967802,0.002370,0.107612,2.55557301,68.1944
4.3625,-8.645565,-9.861871,1.185064,0.920164,0.504628,0.276572,2.54388160,60.2299
4.3667,-1.759653,-4.707743,0.053407,-0.577062,0.036990,0.227187,2.54476101,9.7266
4.3708,3.519695,-9.685523,0.192287,-0.387034,0.085086,0.113663,2.54460414,27.5703
4.3750,5.097508,10.681855,-0.626161,-0.003849,0.238848,0.000804,2.53505182,40.2901
4.3792,-0.262695,6.012892,-0.033557,0.121943,0.006256,0.031475,2.54568309,76.9399
4.3833,-1.707102,-5.329659,0.154202,0.593708,0.030600,0.232213,2.53737227,74.1156
4.3875,1.254693,3.221740,-0.002705,-0.000001,0.000953,0.000933,2.54073004,0.8760
4.3917,-1.358317,-9.682866,-0.372597,-0.568835,0.086301,0.119474,2.53444888,78.5395
4.3958,8.190330,8.720431,-0.894369,-0.528048,0.389643,0.110943,2.54857261,23.6204
4.4000,3.771334,-2.657719,-0.744867,-0.647672,0.152626,0.250331,2.53248628,80.4371
4.4042,6.014536,-7.567311,-0.957742,-1.153014,0.340206,0.332340,2.54020858,6.0423
4.4083,1.239961,10.147139,-0.108449,-0.483847,0.015904,0.069710,2.52800036,42.8138
4.4125,6.428085,-0.738108,-0.899651,-1.229168,0.351149,0.489749,2.53289596,43.6635
4.4167,-1.885597,-1.586004,-0.808425,-3.964621,0.154983,1.308811,2.52587808,17.4747
4.4208,8.622170,-10.751075,-1.615009,-0.367122,0.605912,0.067583,2.53719542,47.4227
4.4250,8.314263,-0.533021,-2.842992,-4.283880,0.719046,1.388989,2.52421935,78.8411
4.4292,12.789951,-6.033053,-5.154355,-3.289832,1.517171,0.519144,2.53742713,39.4676
4.4333,18.013889,3.845436,-8.070953,-8.254191,2.706240,2.447754,2.52511707,15.9795
4.4375,6.195999,-3.079387,-2.492308,-5.325852,0.380035,0.935693,2.52858201,50.3241
4.4417,11.741625,1.775276,-4.424190,-6.956989,1.077451,1.823793,2.52126426,17.0904
4.4458,11.873662,-9.905725,-5.029220,-0.757538,1.136176,0.099034,2.50904763,48.7833
4.4500,5.853179,1.214833,-1.974585,-4.117246,0.283726,1.295661,2.51638395,18.5185
4.4542,16.692894,-11.326253,-5.532822,-0.292441,1.673928,0.067095,2.52157063,54.7741
4.4583,-1.527963,-10.141674,-0.352097,-0.702706,0.048818,0.106110,2.51165327,82.8969
4.4625,5.003357,0.185342,-0.843307,-4.767514,0.131726,1.020766,2.54173900,19.7482
4.4667,8.866781,-2.968897,-1.891437,-4.820403,0.335444,0.716876,2.50391274,58.4175
4.4708,6.548597,-4.450616,-1.737944,-4.008861,0.242927,0.505445,2.51748006,76.7854
4.4750,9.489067,-4.704154,-2.204860,-2.408822,0.312048,0.361790,2.50094763,71.4493
4.4792,12.293072,2.033695,-2.478642,-3.207467,0.365117,0.451715,2.51240193,20.0574
4.4833,9.469377,-2.966741,-1.373235,-3.456485,0.339702,0.441483,2.50232898,75.5214
4.4875,12.459255,-5.103713,-0.644459,-2.041849,0.377265,0.363014,2.51050652,58.4225
4.4917,11.535745,-5.720720,-1.688705,-0.499874,0.350451,0.367474,2.50750229,69.2430
4.4958,8.658176,-5.833991,-2.817609,-3.935679,0.489658,0.563147,2.50717737,8.7223
4.5000,4.924650,-3.062257,-3.434312,-4.895553,0.490942,0.714312,2.50895629,0.4583
4.5042,8.087884,-9.097921,-6.636902,-2.906807,1.100345,0.382903,2.49251235,26.6764
4.5083,1.586567,-11.170101,-2.228990,-2.413292,0.310065,0.304655,2.49990015,78.0541
4.5125,4.064526,-6.857267,-5.812510,-8.915855,1.169867,1.857384,2.50247632,58.3854
4.5167,1.151140,-11.019918,-4.315041,-6.116291,0.689651,0.841734,2.49798428,41.2217
4.5208,1.944176,-11.729808,-6.065516,-10.381477,1.386950,1.616509,2.49716399,82.5272
4.5250,-0.797140,-11.569334,-1.520510,-15.875735,0.211073,3.665276,2.52917062,47.4830
4.5292,0.175523,11.208554,-6.700457,-8.504221,2.032895,1.378647,2.48959114,14.3872
4.5333,-1.510449,11.121397,-8.076261,-10.109284,1.946330,2.343242,2.54097155,57.6723
4.5375,-2.849656,10.184719,-7.400128,-8.575786,1.399925,2.218088,2.49227374,11.2832
4.5417,-4.569606,10.541996,-14.707873,-3.140204,4.289862,0.484567,2.54005655,30.8858
4.5458,-6.142486,9.245911,-14.999026,-5.224660,4.847659,1.575102,2.48723933,3.6196
4.5500,-5.849994,10.432900,-10.401077,-1.470426,2.619169,0.185299,2.52937969,14.8338
4.5542,-6.606274,7.120745,-8.330048,-7.098237,2.924751,2.417806,2.49940961,41.9237
4.5583,-5.619861,5.822554,-4.873558,-10.370431,1.592585,3.068777,2.54919613,9.7356
4.5625,-2.820381,4.868501,-1.374463,-11.552994,0.231294,2.976071,2.50361812,61.0303
4.5667,-2.568498,2.135280,-0.827572,-11.960014,0.266915,4.289199,2.55878230,17.0510
4.5708,-6.568524,4.535680,-1.293812,-8.861348,0.571116,2.324448,2.49956176,82.2918
4.5750,-2.923428,4.668308,-1.015065,-5.486794,0.166142,1.929968,2.55503705,29.6636
4.5792,-5.200106,7.006351,-2.985188,-2.608085,0.638993,0.833344,2.49431881,70.0369
4.5833,-13.340459,11.890206,-5.086403,-0.096450,2.248514,0.009415,2.54342076,4.9148
4.5875,-9.486111,6.736583,-6.053255,-0.192724,1.917163,0.062004,2.50570655,72.9200
4.5917,-9.775421,12.297360,-1.557914,-0.033533,0.681905,0.003213,2.54541120,45.2271
4.5958,-3.502938,5.866497,-0.810799,-1.014581,0.231212,0.404949,2.52496642,14.0416
4.6000,-3.298133,4.599922,-0.000000,-3.525130,0.000660,1.222210,2.55305817,72.6177
4.6042,-1.974947,2.728771,-0.039132,-2.815796,0.016640,1.115738,2.53326121,13.5149
4.6083,-2.646489,5.589073,-0.335697,-0.666302,0.113049,0.259514,2.54084542,6.1106
4.6125,-4.547336,10.245884,-1.304790,-0.083543,0.339519,0.032828,2.53123270,23.0948
4.6167,-6.139342,-11.708724,-1.379110,0.038194,0.519813,0.005400,2.53635516,27.1552
4.6208,1.053660,-12.464466,0.067383,-0.003310,0.011099,0.000773,2.53261417,63.9062
4.6250,7.298052,12.062748,0.219334,-0.038851,0.083020,0.005113,2.53353263,4.9621
4.6292,-2.843412,-11.725603,0.541989,0.006262,0.215866,0.001667,2.53964650,73.1040
4.6333,-3.367411,-11.201583,-0.062062,0.081112,0.025255,0.011451,2.53255452,78.3509
4.6375,2.912686,-8.477663,-0.820846,0.007688,0.299135,0.001441,2.53973405,14.0749
4.6417,-3.729330,10.255604,-0.008587,0.272225,0.002660,0.106228,2.52533101,76.5352
4.6458,3.898328,-7.478161,0.612275,0.003001,0.225815,0.000777,2.53003381,61.5357
4.6500,5.060676,8.564317,1.697940,0.810605,0.436677,0.317598,2.52134139,67.0006
4.6542,2.682359,-8.868371,0.630050,0.297248,0.090498,0.067821,2.53422286,1.3038
4.6583,9.327050,-5.328521,2.888485,0.911494,1.152865,0.226557,2.52357329,70.2741
4.6625,3.026485,-5.303208,0.940766,1.830629,0.141633,0.332839,2.53458581,23.2693
4.6667,-0.233177,-5.070735,0.204277,2.543049,0.030408,0.355595,2.52712812,61.1879
4.6708,7.243153,-3.000692,0.423444,2.944207,0.175535,0.593216,2.54340528,43.3020
4.6750,0.850325,-7.356662,0.015461,1.307789,0.022727,0.195198,2.52975089,51.5652
4.6792,1.913810,-7.986638,0.498406,0.942801,0.075519,0.164146,2.53666843,66.6682
4.6833,7.850512,-11.154124,3.788410,0.203530,1.296900,0.017176,2.53733028,68.3233
4.6875,6.625746,-8.269589,4.994126,0.934475,1.197125,0.181034,2.53305661,59.4713
4.6917,8.071311,-8.770513,7.488244,1.353757,1.920884,0.170853,2.53465349,25.7899
4.6958,8.531453,-8.955770,9.970753,1.576515,2.538518,0.153366,2.53008417,50.1421
4.7000,4.731077,-5.574730,5.215112,3.840084,0.858659,0.654942,2.54253364,68.0379
4.7042,5.502358,-7.598160,6.942171,4.000159,1.558240,0.487244,2.53997582,82.5059
4.7083,1.324570,-10.270085,0.812261,1.478373,0.117225,0.127293,2.53165145,68.1708
4.7125,3.067417,-8.857078,3.666153,3.471730,1.022346,0.466391,2.53054760,2.4035
4.7167,0.449937,-11.881122,0.268296,0.548813,0.066293,0.050020,2.53002718,76.7256
4.7208,0.379394,-11.836682,0.439702,1.114665,0.092820,0.097205,2.51127778,34.2635
4.7250,-0.068967,12.542441,2.370615,1.489230,0.395532,0.130118,2.52822534,6.4250
4.7292,-0.923740,11.594723,2.307007,1.065135,0.324719,0.106885,2.52918906,26.5892
4.7333,-1.673207,9.647841,1.423444,0.546853,0.271405,0.109076,2.53741542,81.0943
4.7375,-2.671627,8.451022,0.151771,0.301756,0.271937,0.117233,2.52858354,58.3650
4.7417,-5.960474,6.967594,1.120406,1.312710,0.216530,0.140024,2.52990039,62.4116
4.7458,-5.883045,7.673563,0.809601,1.542825,0.261113,0.133800,2.53624559,57.3444
4.7500,-6.717043,5.981503,2.488697,1.581077,0.419862,0.136856,2.52923989,7.0452
4.7542,-8.462598,10.634423,5.876678,0.300293,0.821624,0.027461,2.52245008,13.4182
4.7583,-11.444685,4.522263,5.816195,1.422885,1.159049,0.176124,2.52785090,48.5632
4.7625,-7.568217,5.399000,3.698831,1.416638,0.521791,0.128403,2.53050200,59.6065
4.7667,-5.967886,4.722016,3.003837,2.076294,0.427342,0.186557,2.54273431,51.2698
4.7708,-12.718956,2.731409,8.595907,3.556925,1.982978,0.351836,2.54274725,51.4601
4.7750,-13.681802,-3.453162,10.692510,7.255015,2.284691,1.043975,2.59134962,50.0707
4.7792,-15.865805,-1.598613,13.478410,6.948336,3.224988,0.847824,2.55264494,82.7930
4.7833,-17.889655,-4.765093,14.637643,8.884519,4.036169,1.437536,2.63562049,38.5598
4.7875,-11.601079,1.094104,8.116551,4.059198,1.915409,0.563215,2.53129112,46.8534
4.7917,-13.040265,7.815625,6.502899,1.068409,2.148977,0.121792,2.60127132,57.1439
4.7958,-8.364408,2.549713,3.275158,1.594243,0.870343,0.347701,2.52346688,85.1175
